date,customer id,salary range,age,children,gender,Q1,Q2,Q3,Q4,Q5,Q6
5/24/2018,153477,30000,35,1,M,2,2,2,2,1,2
5/17/2018,153478,25000,42,2,M,5,2,3,4,4,4
5/23/2018,153479,15000,31,1,F,1,2,3,3,2,4
5/19/2018,153480,45000,25,0,F,3,3,4,3,3,4
5/19/2018,153481,35000,21,1,M,1,1,3,1,1,4
5/10/2018,153482,30000,28,0,M,5,5,2,3,2,4
5/22/2018,153483,50000,47,1,M,4,4,2,1,1,2
5/11/2018,153484,35000,35,1,F,1,1,4,3,2,1
5/14/2018,153494,35000,31,0,M,1,4,2,2,3,1
5/15/2018,153495,40000,21,0,F,3,4,1,2,2,1
5/17/2018,153496,35000,35,1,M,5,3,2,2,3,1
5/20/2018,153497,15000,25,1,M,2,3,4,3,1,4
5/23/2018,153498,15000,29,0,M,2,3,1,5,1,3
5/19/2018,153499,40000,34,0,M,2,1,3,4,3,1
5/12/2018,153500,100000,42,1,M,1,4,2,1,2,4
5/14/2018,153501,25000,23,0,F,3,2,5,4,5,1
5/24/2018,153502,40000,21,0,M,5,2,5,1,5,1
5/21/2018,153503,15000,35,0,F,2,2,5,1,1,4
5/21/2018,153504,50000,29,0,M,2,1,5,3,2,5
5/16/2018,153505,25000,44,0,F,3,5,5,5,4,5
5/19/2018,153506,20000,34,0,F,4,5,3,1,3,4
5/15/2018,153507,15000,20,1,F,4,1,1,5,4,1
5/12/2018,153508,25000,48,1,F,5,5,1,2,4,2
5/11/2018,153509,30000,40,0,F,5,1,4,2,1,5
5/23/2018,153510,35000,21,0,M,2,3,5,2,2,2
5/17/2018,153511,35000,51,1,F,4,1,2,1,4,1
5/15/2018,153512,45000,33,0,F,3,4,2,4,1,5
5/24/2018,153513,100000,53,3,M,3,4,3,1,3,1
5/12/2018,153514,35000,30,1,M,3,3,4,5,3,1
5/13/2018,153515,35000,35,0,F,3,3,3,2,1,3
5/12/2018,153516,35000,34,0,F,2,5,5,4,2,1
5/10/2018,153518,45000,41,1,F,4,5,4,3,5,3
5/21/2018,153519,35000,38,0,F,3,2,5,3,4,3
5/11/2018,153520,35000,39,0,M,5,5,5,3,2,1
5/17/2018,153521,20000,34,0,F,3,5,1,3,1,2
5/16/2018,153522,15000,37,1,M,5,5,5,3,3,2
5/11/2018,153523,35000,38,1,F,1,4,3,1,1,3
5/20/2018,153524,20000,35,1,F,2,1,3,3,2,5
5/18/2018,153525,15000,34,2,M,2,1,5,4,1,5
5/22/2018,153526,40000,52,0,F,3,2,3,2,1,1
5/16/2018,153541,25000,51,2,M,3,3,5,5,1,2
5/11/2018,153542,45000,38,0,M,4,3,1,3,5,3
5/23/2018,153543,30000,36,1,F,2,3,5,2,3,5
5/20/2018,153544,20000,39,0,F,4,5,4,2,3,3
5/24/2018,153545,35000,37,1,M,4,2,2,2,5,5
5/18/2018,153546,45000,30,0,M,3,4,2,4,1,5
5/11/2018,153547,35000,22,0,F,2,1,2,3,1,2
5/10/2018,153548,30000,35,0,M,4,5,3,5,4,5
5/12/2018,153549,45000,46,1,M,2,2,2,3,3,3
5/18/2018,153550,40000,40,1,F,2,5,4,5,2,4
5/16/2018,153551,20000,38,0,F,1,2,2,1,2,4
5/17/2018,153552,30000,35,1,M,5,3,5,4,3,4
5/18/2018,153553,35000,27,1,F,1,2,4,4,3,2
5/17/2018,153554,35000,42,0,M,2,1,5,4,1,2
5/14/2018,153555,100000,37,0,M,1,1,3,5,4,4
5/13/2018,153556,25000,36,0,M,4,1,5,1,4,5
5/13/2018,153557,25000,40,0,M,2,1,1,2,1,1
5/17/2018,153558,25000,28,2,F,3,1,2,2,1,3
5/24/2018,153559,30000,33,1,F,3,3,1,3,5,5
5/20/2018,153560,40000,25,1,F,2,2,2,1,1,1
5/10/2018,153561,30000,27,0,M,5,2,4,4,5,2
5/23/2018,153562,30000,50,0,M,5,4,1,3,5,1
5/23/2018,153563,40000,31,0,M,2,5,4,1,1,5
5/10/2018,153564,100000,45,0,F,5,3,3,3,4,1
5/16/2018,153565,20000,23,0,M,4,3,3,4,3,2
5/16/2018,153566,40000,27,0,M,2,3,4,2,4,2
5/21/2018,153567,20000,35,0,M,2,5,3,1,1,1
5/23/2018,153568,45000,28,1,F,1,2,5,1,1,3
5/21/2018,153581,35000,23,0,M,3,2,2,1,1,4
5/24/2018,153582,50000,29,0,M,5,3,1,5,4,2
5/14/2018,153583,30000,46,0,F,2,1,5,3,1,3
5/18/2018,153584,55000,49,1,F,2,1,3,1,1,3
5/17/2018,153585,15000,34,1,F,1,4,5,1,1,2
5/19/2018,153586,40000,23,1,F,2,2,4,3,1,5
5/18/2018,153587,45000,40,1,F,3,1,1,2,2,4
5/12/2018,153588,15000,32,0,M,1,3,5,3,1,2
5/10/2018,153589,100000,24,1,F,3,2,5,1,4,1
5/16/2018,153590,40000,42,0,F,4,5,5,4,3,1
5/24/2018,153591,40000,33,0,F,1,3,4,5,4,1
5/17/2018,153592,30000,49,1,M,1,2,2,3,4,5
5/16/2018,153593,30000,36,0,M,3,5,1,4,1,5
5/24/2018,153594,40000,29,0,F,2,2,2,3,2,1
5/22/2018,153595,45000,28,0,F,1,1,2,5,2,2
5/15/2018,153596,30000,38,0,F,1,5,4,2,1,1
5/23/2018,153597,30000,45,2,M,5,5,1,5,2,3
5/14/2018,153598,35000,31,1,F,1,2,5,2,3,5
5/14/2018,153599,35000,27,2,F,4,2,3,2,1,3
5/22/2018,153600,30000,29,0,M,2,3,5,5,3,2
5/23/2018,153601,25000,29,0,M,2,4,5,3,5,5
5/11/2018,153602,45000,24,0,M,1,2,1,2,4,1
5/18/2018,153603,30000,34,0,F,2,5,5,1,5,3
5/15/2018,153604,20000,43,0,M,4,2,4,3,2,4
5/11/2018,153605,20000,24,1,F,1,1,4,1,5,5
5/11/2018,153612,100000,52,0,F,5,4,1,5,4,5
5/13/2018,153613,15000,36,0,M,4,1,5,5,2,5
5/15/2018,153614,25000,47,1,M,3,4,5,4,4,4
5/20/2018,153615,20000,57,1,F,4,2,3,4,1,5
5/21/2018,153616,100000,52,1,F,2,1,4,2,3,1
5/18/2018,153617,35000,27,0,M,3,2,5,5,4,1
5/23/2018,153618,35000,27,0,M,4,2,1,2,1,3
5/15/2018,153619,25000,20,1,M,4,3,5,5,3,4
5/17/2018,153620,40000,32,0,F,1,2,4,4,2,4
